filename,label
flickr_dog_000002.png,Tibetan terrier
flickr_dog_000003.png,Labrador retriever
flickr_dog_000004.png,Blenheim spaniel
flickr_dog_000005.png,malamute
flickr_dog_000006.png,American Staffordshire terrier
flickr_dog_000007.png,Australian terrier
flickr_dog_000008.png,American Staffordshire terrier
flickr_dog_000009.png,Chihuahua
flickr_dog_000010.png,Staffordshire bullterrier
flickr_dog_000011.png,redbone
flickr_dog_000012.png,German shepherd
flickr_dog_000013.png,whippet
flickr_dog_000014.png,Chihuahua
flickr_dog_000015.png,Scottish deerhound
flickr_dog_000016.png,American Staffordshire terrier
flickr_dog_000017.png,American Staffordshire terrier
flickr_dog_000018.png,Border collie
flickr_dog_000019.png,Australian terrier
flickr_dog_000020.png,standard poodle
flickr_dog_000021.png,English setter
flickr_dog_000022.png,Chihuahua
flickr_dog_000023.png,miniature poodle
flickr_dog_000024.png,Chihuahua
flickr_dog_000025.png,Samoyed
flickr_dog_000026.png,Weimaraner
flickr_dog_000027.png,Sussex spaniel
flickr_dog_000028.png,Staffordshire bullterrier
flickr_dog_000029.png,German shepherd
flickr_dog_000030.png,Eskimo dog
flickr_dog_000031.png,Chihuahua
flickr_dog_000032.png,Labrador retriever
flickr_dog_000033.png,Staffordshire bullterrier
flickr_dog_000034.png,Border collie
flickr_dog_000035.png,Chihuahua
flickr_dog_000036.png,Chihuahua
flickr_dog_000037.png,Labrador retriever
flickr_dog_000038.png,Pembroke
flickr_dog_000039.png,kelpie
flickr_dog_000040.png,Chihuahua
flickr_dog_000041.png,Chihuahua
flickr_dog_000042.png,German shepherd
flickr_dog_000044.png,American Staffordshire terrier
flickr_dog_000046.png,Eskimo dog
flickr_dog_000047.png,malamute
flickr_dog_000048.png,miniature schnauzer
flickr_dog_000049.png,Chihuahua
flickr_dog_000050.png,American Staffordshire terrier
flickr_dog_000051.png,Staffordshire bullterrier
flickr_dog_000052.png,Pembroke
flickr_dog_000053.png,malinois
flickr_dog_000055.png,kelpie
flickr_dog_000056.png,bull mastiff
flickr_dog_000057.png,kelpie
flickr_dog_000058.png,malinois
flickr_dog_000061.png,Brittany spaniel
flickr_dog_000062.png,Doberman
flickr_dog_000063.png,golden retriever
flickr_dog_000064.png,Pembroke
flickr_dog_000065.png,Eskimo dog
flickr_dog_000066.png,Tibetan terrier
flickr_dog_000067.png,Eskimo dog
flickr_dog_000068.png,Eskimo dog
flickr_dog_000069.png,dingo
flickr_dog_000070.png,Chihuahua
flickr_dog_000071.png,cocker spaniel
flickr_dog_000072.png,Pembroke
flickr_dog_000073.png,dingo
flickr_dog_000074.png,Pembroke
flickr_dog_000075.png,Border collie
flickr_dog_000076.png,dalmatian
flickr_dog_000077.png,Yorkshire terrier
flickr_dog_000078.png,golden retriever
flickr_dog_000080.png,dingo
flickr_dog_000081.png,Pembroke
flickr_dog_000082.png,golden retriever
flickr_dog_000083.png,Border collie
flickr_dog_000084.png,papillon
flickr_dog_000085.png,Tibetan terrier
flickr_dog_000086.png,Newfoundland
flickr_dog_000087.png,Pembroke
flickr_dog_000088.png,Chihuahua
flickr_dog_000089.png,Chihuahua
flickr_dog_000090.png,Chihuahua
flickr_dog_000091.png,American Staffordshire terrier
flickr_dog_000092.png,Boston bull
flickr_dog_000093.png,Yorkshire terrier
flickr_dog_000095.png,Pembroke
flickr_dog_000096.png,Gordon setter
flickr_dog_000097.png,Labrador retriever
flickr_dog_000098.png,French bulldog
flickr_dog_000099.png,American Staffordshire terrier
flickr_dog_000100.png,American Staffordshire terrier
flickr_dog_000101.png,whippet
flickr_dog_000102.png,golden retriever
flickr_dog_000103.png,Staffordshire bullterrier
flickr_dog_000105.png,American Staffordshire terrier
flickr_dog_000106.png,American Staffordshire terrier
flickr_dog_000107.png,Eskimo dog
flickr_dog_000108.png,American Staffordshire terrier
flickr_dog_000109.png,Labrador retriever
flickr_dog_000110.png,American Staffordshire terrier
flickr_dog_000112.png,American Staffordshire terrier
flickr_dog_000113.png,kelpie
flickr_dog_000114.png,American Staffordshire terrier
flickr_dog_000115.png,American Staffordshire terrier
flickr_dog_000117.png,American Staffordshire terrier
flickr_dog_000118.png,Rottweiler
flickr_dog_000119.png,Eskimo dog
flickr_dog_000120.png,pug
flickr_dog_000121.png,American Staffordshire terrier
flickr_dog_000122.png,Tibetan terrier
flickr_dog_000123.png,cocker spaniel
flickr_dog_000124.png,cocker spaniel
flickr_dog_000125.png,American Staffordshire terrier
flickr_dog_000126.png,boxer
flickr_dog_000127.png,German shepherd
flickr_dog_000128.png,Boston bull
flickr_dog_000129.png,collie
flickr_dog_000130.png,Blenheim spaniel
flickr_dog_000131.png,English foxhound
flickr_dog_000132.png,Chihuahua
flickr_dog_000133.png,Chihuahua
flickr_dog_000134.png,Greater Swiss Mountain dog
flickr_dog_000135.png,malinois
flickr_dog_000136.png,Pomeranian
flickr_dog_000137.png,standard poodle
flickr_dog_000138.png,French bulldog
flickr_dog_000139.png,Welsh springer spaniel
flickr_dog_000140.png,Eskimo dog
flickr_dog_000142.png,English setter
flickr_dog_000143.png,wire-haired fox terrier
flickr_dog_000144.png,Chihuahua
flickr_dog_000145.png,Pekinese
flickr_dog_000146.png,golden retriever
flickr_dog_000147.png,Shetland sheepdog
flickr_dog_000148.png,Pembroke
flickr_dog_000149.png,Eskimo dog
flickr_dog_000150.png,timber wolf
flickr_dog_000151.png,Eskimo dog
flickr_dog_000152.png,malamute
flickr_dog_000153.png,Eskimo dog
flickr_dog_000154.png,Chesapeake Bay retriever
flickr_dog_000155.png,Staffordshire bullterrier
flickr_dog_000156.png,Tibetan terrier
flickr_dog_000158.png,French bulldog
flickr_dog_000159.png,Labrador retriever
flickr_dog_000161.png,Pomeranian
flickr_dog_000162.png,Border collie
flickr_dog_000163.png,Border collie
flickr_dog_000164.png,American Staffordshire terrier
flickr_dog_000165.png,German short-haired pointer
flickr_dog_000166.png,German short-haired pointer
flickr_dog_000167.png,German short-haired pointer
flickr_dog_000168.png,Labrador retriever
flickr_dog_000169.png,beagle
flickr_dog_000170.png,Chihuahua
flickr_dog_000171.png,toy terrier
flickr_dog_000172.png,toy terrier
flickr_dog_000173.png,Labrador retriever
flickr_dog_000175.png,Pembroke
flickr_dog_000177.png,bull mastiff
flickr_dog_000178.png,Eskimo dog
flickr_dog_000179.png,French bulldog
flickr_dog_000180.png,German shepherd
flickr_dog_000181.png,kelpie
flickr_dog_000182.png,redbone
flickr_dog_000183.png,Pembroke
flickr_dog_000184.png,American Staffordshire terrier
flickr_dog_000185.png,Labrador retriever
flickr_dog_000186.png,wire-haired fox terrier
flickr_dog_000187.png,Pembroke
flickr_dog_000188.png,Pembroke
flickr_dog_000189.png,Pembroke
flickr_dog_000190.png,Pembroke
flickr_dog_000191.png,Pembroke
flickr_dog_000192.png,Pembroke
flickr_dog_000194.png,Pembroke
flickr_dog_000195.png,Pembroke
flickr_dog_000196.png,Pembroke
flickr_dog_000197.png,Pembroke
flickr_dog_000199.png,Pembroke
flickr_dog_000200.png,Pembroke
flickr_dog_000201.png,Pembroke
flickr_dog_000202.png,Pembroke
flickr_dog_000203.png,Cardigan
flickr_dog_000204.png,Cardigan
flickr_dog_000206.png,Pembroke
flickr_dog_000207.png,Pembroke
flickr_dog_000208.png,Pembroke
flickr_dog_000209.png,Pembroke
flickr_dog_000210.png,Pembroke
flickr_dog_000211.png,Pembroke
flickr_dog_000213.png,Pembroke
flickr_dog_000215.png,Pembroke
flickr_dog_000218.png,Pembroke
flickr_dog_000219.png,Pembroke
flickr_dog_000220.png,Cardigan
flickr_dog_000221.png,Cardigan
flickr_dog_000222.png,Pembroke
flickr_dog_000223.png,Pembroke
flickr_dog_000225.png,Cardigan
flickr_dog_000226.png,Pembroke
flickr_dog_000228.png,Pembroke
flickr_dog_000229.png,Pembroke
flickr_dog_000230.png,Pembroke
flickr_dog_000231.png,Pembroke
flickr_dog_000232.png,Pembroke
flickr_dog_000233.png,Staffordshire bullterrier
flickr_dog_000234.png,Chesapeake Bay retriever
flickr_dog_000235.png,Norwich terrier
flickr_dog_000236.png,boxer
flickr_dog_000237.png,Pomeranian
flickr_dog_000238.png,Border terrier
flickr_dog_000239.png,golden retriever
flickr_dog_000240.png,Brittany spaniel
flickr_dog_000241.png,Airedale
