filename,label
flickr_wild_000002.png,red fox
flickr_wild_000003.png,red fox
flickr_wild_000005.png,kit fox
flickr_wild_000006.png,red fox
flickr_wild_000007.png,kit fox
flickr_wild_000008.png,kit fox
flickr_wild_000009.png,kit fox
flickr_wild_000010.png,Arctic fox
flickr_wild_000011.png,red fox
flickr_wild_000013.png,red fox
flickr_wild_000014.png,red fox
flickr_wild_000015.png,grey fox
flickr_wild_000016.png,red fox
flickr_wild_000018.png,red fox
flickr_wild_000019.png,red fox
flickr_wild_000020.png,red fox
flickr_wild_000021.png,red fox
flickr_wild_000022.png,red fox
flickr_wild_000023.png,red fox
flickr_wild_000024.png,red fox
flickr_wild_000025.png,Arctic fox
flickr_wild_000026.png,red fox
flickr_wild_000027.png,red fox
flickr_wild_000028.png,Arctic fox
flickr_wild_000029.png,red fox
flickr_wild_000030.png,kit fox
flickr_wild_000031.png,red fox
flickr_wild_000032.png,Arctic fox
flickr_wild_000033.png,red fox
flickr_wild_000034.png,red fox
flickr_wild_000035.png,red fox
flickr_wild_000036.png,red fox
flickr_wild_000037.png,red fox
flickr_wild_000041.png,Arctic fox
flickr_wild_000042.png,red fox
flickr_wild_000043.png,red fox
flickr_wild_000044.png,red fox
flickr_wild_000045.png,red fox
flickr_wild_000047.png,kit fox
flickr_wild_000048.png,kit fox
flickr_wild_000049.png,kit fox
flickr_wild_000050.png,red fox
flickr_wild_000051.png,kit fox
flickr_wild_000052.png,red fox
flickr_wild_000054.png,kit fox
flickr_wild_000055.png,red fox
flickr_wild_000056.png,red fox
flickr_wild_000057.png,Arctic fox
flickr_wild_000058.png,red fox
flickr_wild_000059.png,red fox
flickr_wild_000060.png,red fox
flickr_wild_000062.png,Arctic fox
flickr_wild_000065.png,red fox
flickr_wild_000066.png,Arctic fox
flickr_wild_000067.png,kit fox
flickr_wild_000068.png,red fox
flickr_wild_000069.png,red fox
flickr_wild_000070.png,red fox
flickr_wild_000071.png,red fox
flickr_wild_000072.png,red fox
flickr_wild_000073.png,red fox
flickr_wild_000074.png,red fox
flickr_wild_000076.png,red fox
flickr_wild_000077.png,red fox
flickr_wild_000078.png,red fox
flickr_wild_000079.png,red fox
flickr_wild_000080.png,red fox
flickr_wild_000081.png,red fox
flickr_wild_000082.png,kit fox
flickr_wild_000083.png,red fox
flickr_wild_000084.png,red fox
flickr_wild_000085.png,grey fox
flickr_wild_000086.png,Arctic fox
flickr_wild_000087.png,red fox
flickr_wild_000088.png,red fox
flickr_wild_000089.png,red fox
flickr_wild_000091.png,red fox
flickr_wild_000092.png,kit fox
flickr_wild_000093.png,kit fox
flickr_wild_000094.png,red fox
flickr_wild_000095.png,red fox
flickr_wild_000096.png,red fox
flickr_wild_000097.png,kit fox
flickr_wild_000098.png,Arctic fox
flickr_wild_000100.png,Arctic fox
flickr_wild_000101.png,red fox
flickr_wild_000102.png,red fox
flickr_wild_000103.png,kit fox
flickr_wild_000104.png,red fox
flickr_wild_000105.png,red fox
flickr_wild_000106.png,red fox
flickr_wild_000107.png,red fox
flickr_wild_000108.png,red fox
flickr_wild_000109.png,red fox
flickr_wild_000110.png,Arctic fox
flickr_wild_000111.png,red fox
flickr_wild_000112.png,red fox
flickr_wild_000113.png,grey fox
flickr_wild_000114.png,Arctic fox
flickr_wild_000115.png,kit fox
flickr_wild_000116.png,red wolf
flickr_wild_000117.png,Arctic fox
flickr_wild_000118.png,red wolf
flickr_wild_000119.png,kit fox
flickr_wild_000120.png,red fox
flickr_wild_000121.png,red fox
flickr_wild_000122.png,red fox
flickr_wild_000123.png,red fox
flickr_wild_000124.png,red fox
flickr_wild_000126.png,red fox
flickr_wild_000127.png,grey fox
flickr_wild_000130.png,red fox
flickr_wild_000131.png,red fox
flickr_wild_000132.png,grey fox
flickr_wild_000134.png,grey fox
flickr_wild_000136.png,red fox
flickr_wild_000137.png,red fox
flickr_wild_000138.png,Arctic fox
flickr_wild_000139.png,red fox
flickr_wild_000140.png,red fox
flickr_wild_000141.png,red fox
flickr_wild_000142.png,red fox
flickr_wild_000143.png,red fox
flickr_wild_000145.png,red fox
flickr_wild_000146.png,kit fox
flickr_wild_000148.png,red fox
flickr_wild_000150.png,red fox
flickr_wild_000151.png,red fox
flickr_wild_000152.png,red fox
flickr_wild_000153.png,red fox
flickr_wild_000154.png,red fox
flickr_wild_000155.png,red fox
flickr_wild_000156.png,kit fox
flickr_wild_000157.png,kit fox
flickr_wild_000158.png,red fox
flickr_wild_000159.png,red fox
flickr_wild_000160.png,red fox
flickr_wild_000161.png,red fox
flickr_wild_000162.png,red fox
flickr_wild_000163.png,kit fox
flickr_wild_000164.png,Arctic fox
flickr_wild_000165.png,kit fox
flickr_wild_000166.png,grey fox
flickr_wild_000167.png,red fox
flickr_wild_000168.png,kit fox
flickr_wild_000169.png,red fox
flickr_wild_000170.png,kit fox
flickr_wild_000171.png,red fox
flickr_wild_000172.png,grey fox
flickr_wild_000173.png,red fox
flickr_wild_000174.png,red fox
flickr_wild_000175.png,red fox
flickr_wild_000176.png,grey fox
flickr_wild_000177.png,grey fox
flickr_wild_000178.png,grey fox
flickr_wild_000179.png,grey fox
flickr_wild_000180.png,kit fox
flickr_wild_000181.png,red fox
flickr_wild_000182.png,kit fox
flickr_wild_000183.png,kit fox
flickr_wild_000184.png,kit fox
flickr_wild_000185.png,kit fox
flickr_wild_000186.png,red fox
flickr_wild_000188.png,red fox
flickr_wild_000189.png,kit fox
flickr_wild_000190.png,red fox
flickr_wild_000191.png,kit fox
flickr_wild_000193.png,grey fox
flickr_wild_000195.png,grey fox
flickr_wild_000196.png,grey fox
flickr_wild_000197.png,grey fox
flickr_wild_000198.png,grey fox
flickr_wild_000199.png,red fox
flickr_wild_000200.png,grey fox
flickr_wild_000201.png,grey fox
flickr_wild_000202.png,red fox
flickr_wild_000203.png,red fox
flickr_wild_000204.png,red fox
flickr_wild_000205.png,red fox
flickr_wild_000207.png,red fox
flickr_wild_000208.png,Arctic fox
flickr_wild_000209.png,Arctic fox
flickr_wild_000212.png,red fox
flickr_wild_000213.png,Arctic fox
flickr_wild_000214.png,Arctic fox
flickr_wild_000215.png,kit fox
flickr_wild_000216.png,kit fox
flickr_wild_000217.png,grey fox
flickr_wild_000218.png,Arctic fox
flickr_wild_000219.png,grey fox
flickr_wild_000220.png,grey fox
flickr_wild_000221.png,grey fox
flickr_wild_000222.png,grey fox
flickr_wild_000223.png,grey fox
flickr_wild_000224.png,kit fox
flickr_wild_000226.png,red fox
flickr_wild_000227.png,grey fox
flickr_wild_000228.png,grey fox
flickr_wild_000229.png,red fox
flickr_wild_000230.png,kit fox
flickr_wild_000231.png,grey fox
flickr_wild_000232.png,red fox
flickr_wild_000233.png,red fox
flickr_wild_000234.png,kit fox
flickr_wild_000235.png,Arctic fox
flickr_wild_000236.png,Arctic fox
flickr_wild_000237.png,grey fox
flickr_wild_000238.png,red fox
flickr_wild_000239.png,red fox
flickr_wild_000240.png,red fox
